Код товара,Автор,Название,Обложка,Рейтинг,Стикеры,Наличие,Цена,Описание,Издательство:,Год издания:,Место издания:,Язык текста:,Тип обложки:,Формат:,Размеры в мм (ДхШхВ):,Вес:,Страниц:,Тираж:,Код товара:,Артикул:,ISBN:,В продаже с:,Возраст:,Тиснение:,Бумага:,Обрез:,Иллюстрации:,Язык оригинала:,Перевод:,Производитель:,Год производства:,Место производства:,Иллюстраторы:
993215,Фицджеральд Ф. С.,Загадочная история Бенджамина Баттона. The Curious Case of Benjamin Button,https://moscowbooks.ru/image/book/657/w259/i657327.jpg,0,,True,264 руб.,"Фрэнсису Скотту Фицджеральду принадлежит, пожалуй, одна из ведущих сольных партий в оркестровой партитуре ""века джаза"". Писатель, ярче и беспристрастней которого вряд ли кто отразил безумную жизнь Америки 20-х годов, и сам был плотью от плоти той легендарной эпохи, его имя не сходило с уст современников и из сводок светских хроник. Его скандальная манера поведения повергала в ужас одних и вызывала восторг у других. Но эксцентричность и внешняя позолота канули в прошлое, и в настоящем остались его бессмертные книги. В сборнике несколько лучших рассказов и ""Загадочная история Бенджамина Баттона"", по которой Дэвид Финчер в 2009 году снял одноименный нашумевший фильм с Брэдом Питтом в главной роли. ""Страх старения присущ всем людям. Многие втайне мечтают о вечной молодости. Но юность, проведенная в теле старика, — безрадостна"".",Эксмо,2019,Москва,русский/английский,Мягкая обложка,76х100 1/32,180x115x15,200 гр.,320,4000 экз.,993215,ITD000000000967642,978-5-04-103329-3,06.06.2019,,,,,,английский,,,,,
973330,Фицджеральд Ф. С.,"Спаси меня, вальс",https://moscowbooks.ru/image/book/641/w259/i641911.jpg,0,,True,144 руб.,"""Спаси меня, вальс"" — единственный роман знаменитой Зельды Фицджеральд, отличающийся яркой образностью и очевидными автобиографическими аналогиями. Зельда писала о том, что хорошо знала сама, — о двадцатых годах двадцатого века, ""эпохе джаза"" и ""потерянного поколения"", когда люди ее круга сначала стремились преодолеть будничную рутину, а потом скуку нескончаемого веселья. На фоне артистических кругов Нью-Йорка и Парижа иногда абсолютно точно, а иногда с точностью до наоборот отображена жизнь легендарной четы и, словно на авансцене, любит, мучается, набирается мудрости легкомысленная и взбалмошная красавица Алабама Найт. Тяжелое балетное искусство, описанное детально и реалистично, помогает ей обрести мир в душе и найти себя. Пронзительная книга о потерянной жизни, но не выдуманного персонажа, а живой женщины.",Эксмо,2019,Москва,русский,Мягкая обложка,76х100 1/32,180x115x14,180 гр.,352,3000 экз.,973330,ITD000000000945881,978-5-04-099915-6,22.01.2019,,,,,,английский,Володарская Л.,,,,
959761,Фицджеральд Ф. С.,Великий Гэтсби,https://moscowbooks.ru/image/book/630/w259/i630602.jpg,0,,True,144 руб.,"В настоящем издании представлены знаменитые романы, которые составили славу одного из интереснейших писателей ХХ столетия Фрэнсиса Скотта Фицджеральда. Он стал рупором идей и выразителем душевных настроений молодежи 1920-х. Устами героя публикуемого здесь романа — ""По эту сторону рая"" (1920) — он объявил, что пришло поколение, для которого ""все боги умерли, все войны отгремели, всякая вера подорвана"". Фицджеральд первым сообщил миру о начале ""века джаза"" с его карнавальным стилем жизни, которого придерживался и сам…Однако, будучи тонко чувствующим художником, он не мог не увидеть двойственной природы данного явления. В своем лучшем романе ""Великий Гэтсби"" (1925) Фицджеральд дал ясно понять, что карнавал бытия закономерно завершается жизненным банкротством его участников.",Азбука; Азбука-Аттикус,2019,СПб,русский,Твердый переплет,84х108 1/32,206x130x32,365 гр.,480,7000 экз.,959761,А0000003478,978-5-389-04728-0,09.11.2018,,,,,,английский,Лорие М.; Калашникова Е.,,,,
940483,Фицджеральд Ф. С.,Curious Case of Benjamin Button. B1,https://moscowbooks.ru/image/book/612/w259/i612656.jpg,0,,True,144 руб.,"""Загадочная история Бенджамина Баттона"" — один из самых известных фантастических рассказов Фрэнсиса Скотта Фицджеральда, которые он называл ""сказками века джаза"": человек родился 70-летним и прожил жизнь наоборот, пройдя путь от старика до младенца. О замысле этого необычного произведения автор писал так: ""Идея сюжета родилась из замечания Марка Твена о том, как жаль, что лучшая часть жизни проходит ближе к началу, а худшая — ближе к концу. Мой эксперимент всего лишь над одним человеком в самом обычном мире едва ли смог в полной мере воздать должное этой идее"".В книгу также вошли рассказы в стиле ""сказок века джаза"" ""Первое мая"" и ""О, рыжая ведьма!"".Текст сокращён и адаптирован. Уровень B1.",Антология,2018,СПб,русский,Мягкая обложка,84х108 1/32,120x125x10,85 гр.,128,,940483,2256888,978-5-907097-05-6,06.09.2018,,,,,,,,,,,
939085,Фицджеральд Ф. С.,Я за тебя умру,https://moscowbooks.ru/image/book/611/w259/i611786.jpg,0,,True,470 руб.,"Уже первый роман Фицджеральда ""По эту сторону рая"" был назван манифестом поколения. Следом были написаны ""Великий Гэтсби"" и ""Ночь нежна"", которые сделали писателя голосом джазовой эпохи. Он стал успешным и популярным. Потом были Великая депрессия и болезнь жены, поденная работа на голливудских киностудиях. Любой бы сломался при таких обстоятельствах. А Фицджеральд искал новые темы, заходил на спорные территории, экспериментировал со стилем. Он боролся за публикации своих новых вещей. Он искал себя в сценариях к фильмам, которые так и не были поставлены. Он спорил с редакторами, отстаивая свою позицию. Вместо того чтобы сглаживать новизну и идти на поводу у чужого вкуса, гений Фицджеральда предпочел остаться верным себе, тем, кем он был всегда, — голосом своего поколения, блестящим рассказчиком, великолепным стилистом.",Эксмо,2018,Москва,русский,Твердый переплет,84х108 1/32,206x128x29,485 гр.,544,7000 экз.,939085,ITD000000000918479,978-5-04-096626-4,28.08.2018,,,,,,английский,Голышев В.; Бабков В.,,,,
936898,Фицджеральд Ф. С.,Ночь нежна,https://moscowbooks.ru/image/book/609/w259/i609901.jpg,0,,True,224 руб.,"Один из лучших способов учить иностранный язык — это читать художественное произведение, постепенно овладевая лексикой и грамматикой.Предлагаем учить английский язык вместе с романом Ф. С. Фицджеральда ""Ночь нежна"". Адаптированный текст произведения снабжен подробным лексико-грамматическим комментарием, расположенным на полях, напротив комментируемого места, с отсылками на соответствующее правило грамматики. Грамматический справочник следует сразу за романом. Материал в справочнике соответствует уровню выше среднего, поэтому им можно успешно пользоваться и в дальнейшем.Для удобства изучающих язык в конце книги помещен англо-русский словарик.Книга предназначена для всех, кто начал и продолжает учить английский язык, кто стремится читать книги на английском.",АСТ,2018,Москва,английский/русский,Мягкая обложка,60х84 1/16,200x137x25,270 гр.,320,2000 экз.,936898,ASE000000000836520,978-5-17-108501-8,11.08.2018,,,,,,,,,,,
935236,Фицджеральд Ф. С.,Великий Гэтсби = The Great Gatsby + аудиоприложение LECTA,https://moscowbooks.ru/image/book/608/w259/i608541.jpg,0,,True,248 руб.,"Перед вами вершина творчества американского писателя Ф.С. Фицджеральда — роман ""Великий Гэтсби"". Текст произведения адаптирован и снабжен параллельным переводом на русский язык. Для проверки понимания прочитанного в книге даны упражнения с ответами и англо-русский словарь.Английский текст полностью озвучен носителями языка и бесплатно доступен для прослушивания на сайте российской цифровой образовательной платформы LECTA (lecta.ru).Пособие адресовано всем, кто изучает английский язык и хочет читать литературу на языке оригинала.",АСТ,2018,Москва,русский/английский,Мягкая обложка,60х90 1/16,215x145,240 гр.,256,2000 экз.,935236,ASE000000000835127,978-5-17-107262-9,25.07.2018,,,,,,,Матвеева С.,,,,
929118,Фицджеральд Ф. С.,Красавицы и джентльмены. Истории беспечной жизни,https://moscowbooks.ru/image/book/603/w259/i603263.jpg,0,,True,558 руб.,"Фрэнсис Скотт Фицджеральд, возвестивший миру о начале нового века — ""века джаза"", стоит особняком в современной американской классике. Плоть от плоти той легендарной эпохи, он отразил ее ярче и беспристрастнее всех. Эрнест Хемингуэй писал о нем: ""Его талант был таким естественным, как узор из пыльцы на крыльях бабочки"". В предлагаемую вашему вниманию книгу включен последний авторский сборник знаменитого мастера ""Сигнал побудки"", поздние рассказы, опубликованные уже под занавес жизни Фицджеральда в журнале ""Эсквайр"" (в том числе полный цикл юмористических историй о неудачливом голливудском сценаристе Пэте Хобби), ранние рассказы, выпущенные молодым Фицджеральдом в журналах Принстонского университета, и другие истории от признанного мастера тонкого психологизма.",Иностранка; Азбука-Аттикус,2018,Москва,русский,Твердый переплет,60х90 1/16,215x145,975 гр.,960,3000 экз.,929118,А0000016141,978-5-389-14766-9,24.05.2018,,,,,,английский,Архангельская И.,,,,
909653,Фицджеральд Ф. С.,Прекрасные и проклятые. Истории века джаза,https://moscowbooks.ru/image/book/586/w259/i586471.jpg,0,,True,558 руб.,"Фрэнсис Скотт Фицджеральд, возвестивший миру о начале нового века — ""века джаза"", стоит особняком в современной американской классике. Плоть от плоти той легендарной эпохи, он отразил ее ярче и беспристрастнее всех. Эрнест Хемингуэй писал о нем: ""Его талант был таким естественным, как узор из пыльцы на крыльях бабочки"". В предлагаемую вашему вниманию книгу включены роман ""Прекрасные и проклятые"" (своего рода испытательный полигон перед общепризнанным шедевром — ""Великим Гэтсби"") и три полных авторских сборника знаменитого мастера — ""Фифы и философы"", ""Истории века джаза"", ""Все печальные юноши"".",Иностранка; Азбука-Аттикус,2018,Москва,русский,Твердый переплет,60х90 1/16,215x145,985 гр.,992,4000 экз.,909653,А0000014745,978-5-389-13838-4,06.12.2017,,,,,,английский,Белокриницкая С.,,,,
822220,Фицджеральд Ф. С.,Ночь нежна,https://moscowbooks.ru/image/book/513/w259/i513738.jpg,5,,True,160 руб.,"""Ночь нежна"" — во многом автобиографичный роман, который сам Фицджеральд называл своим любимым произведением, а многие критики оценили выше ""Великого Гэтсби"".Этот роман — история непростых взаимоотношений юной американской актрисы Розмари, молодого талантливого врача-психиатра Дика Дайвера и его жены Николь, чья болезнь — драма самого Фицджеральда (его жена Зельда страдала шизофренией).Это роман о любви, страсти, желании сохранить брак, отчаянии и самообмане, в котором за судьбой отдельных героев просматривается облик целой эпохи.",АСТ,2015,Москва,русский,Мягкая обложка,76х100 1/32,180x115,290 гр.,480,7000 экз.,822220,ASE000000000719926,978-5-17-094115-5,12.11.2015,,,,,,английский,Доронина И. Я.,,,,
807589,Фицджеральд Ф. С.,Великий Гэтсби. Ночь нежна. Последний магнат. Рассказы,https://moscowbooks.ru/image/book/504/w259/i504224.jpg,0,,True,5 016 руб.,"Фрэнсис Скотт Фицджеральд, возвестивший миру о начале нового века — «века джаза», стоит особняком в современной американской классике. Плоть от плоти той легендарной эпохи, он отразил ее ярче и беспристрастнее всех. Эрнест Хемингуэй писал о нем: «Его талант был таким естественным, как узор из пыльцы на крыльях бабочки». Его романы повлияли на формирование новой мировой литературной традиции XX столетия. Однако Фицджеральд также известен как автор блестящих рассказов — и наиболее классические из них вошли в эту книгу.Ограниченный тираж.",,2014,СПб,русский,Кожаный переплет,70х84 01/32,,380 гр.,1056,,807589,,,21.07.2015,,Углубленное тиснение (красочное плоскоуглубленное изображение),Офсетная,Рисованный,Без иллюстраций,английский,Беспалова Л.,,,,
786593,Фицджеральд Ф. С.,Великий Гэтсби,https://moscowbooks.ru/image/book/490/w259/i490661.jpg,0,,True,144 руб.,"«Бурные» двадцатые годы прошлого столетия… Время шикарных вечеринок, «сухого закона» и «легких» денег… Эти «новые американцы» уверены, что расцвет будет вечным, что достигнув вершин власти и богатства, они обретут и личное счастье… Таким был и Джей Гэтсби, ставший жертвой бессмысленной погони за пленительной мечтой об истинной и вечной любви, которой не суждено было сбыться… Перед вами — самый знаменитый роман Ф.С. Фицджеральда в новом переводе!",АСТ,2015,Москва,русский,Мягкая обложка,76х100 1/32,180x115,190 гр.,256,7000 экз.,786593,ASE000000000705144,978-5-17-088830-6,03.03.2015,,,,,,английский,Алукард С.,,,,
769276,Фицджеральд Ф. С.,Последний магнат,https://moscowbooks.ru/image/book/480/w259/i480711.jpg,0,,True,144 руб.,"Фрэнсис Cкотт Фицджеральд, возвестивший миру о начале нового века — «века джаза», стоит особняком в современной американской классике. Его книгами зачитывались при жизни, их экранизировал Голливуд, он главный персонаж светских хроник и притча во языцех у современников. Прошло время, схлынула пена дней, забылись эксцентрические выходки и скандалы, остались его произведения — подлинные бриллианты в литературе всех времен и народов, повлиявшие на формирование новой мировой литературной традиции XX столетия. В настоящий сборник вошел последний роман Фицджеральда «Последний магнат», а также лучшие рассказы автора, каждый из которых — настоящий шедевр короткой прозы.",Азбука; Азбука-Аттикус,2015,СПб,русский,Твердый переплет,84х-108 1/32,,380 гр.,512,10000 экз.,769276,А0000008943,978-5-389-09042-2,17.11.2014,,,,,,английский,Архангельская И.,,,,
1006464,Глуховский Д. А.,Будущее,https://moscowbooks.ru/image/book/670/w259/i670272.jpg,0,,True,690 руб.,"НА ЧТО ТЫ ГОТОВ РАДИ ВЕЧНОЙ ЖИЗНИ? Уже при нашей жизни будут сделаны открытия, которые позволят людям оставаться вечно молодыми. Смерти больше нет. Наши дети не умрут никогда. Добро пожаловать в будущее. В мир, населенный вечно юными, совершенно здоровыми, счастливыми людьми. Но будут ли они такими же, как мы? Нужны ли дети, если за них придется пожертвовать бессмертием? Нужна ли семья тем, кто не может завести детей? Нужна ли душа людям, тело которых не стареет? Утопия ""БУДУЩЕЕ"" — первый после пяти лет молчания роман Дмитрия Глуховского, автора культового романа ""МЕТРО 2033"" и триллера ""Сумерки"". Книги писателя переведены на десятки иностранных языков, продаются миллионными тиражами и экранизируются в Голливуде. Но ни одна из них не захватит вас так, как ""БУДУЩЕЕ"".",АСТ,2019,Москва,русский,Твердый переплет,70х90 1/16,215x170x30,575 гр.,480,3000 экз.,1006464,ASE000000000846758,978-5-17-118366-0,09.09.2019,,,,,,,,,,,
990989,Глуховский Д. А.,Метро 2034,https://moscowbooks.ru/image/book/655/w259/i655626.jpg,0,,True,614 руб.,"2034 год. Мир уничтожен ядерной войной. Жизнь на поверхности Земли больше невозможна. Спаслись только те, кто, услышав сигнал тревоги, успел добежать до дверей московского метро — самого большого в мире бомбоубежища. Два десятилетия спустя станции метро превратились в города-государства, а путь между ними лежит сквозь мрак и опасности туннелей. Цивилизация исчезает. Человек постепенно забывает о том, что делало его человеком. Станция Севастопольская — маленькая подземная Спарта, противостоящая в одиночку ордам нечисти — оказывается отрезана от большого метро и будет неминуемо уничтожена. Чтобы спасти ее, нужен настоящий герой… Или героиня? Вторая часть трилогии ""Метро"" Дмитрия Глуховского повторила оглушительный успех первой. Десятки переводов на европейские и азиатские языки, тираж в сотни тысяч. Книга, вдохновляющая мужчин и влюбляющая в себя девушек. Последняя романтическая история погибшего мира.",АСТ,2019,Москва,русский,Твердый переплет,70х90 1/16,215x170x23,510 гр.,384,10000 экз.,990989,ASE000000000842697,978-5-17-114426-5,21.05.2019,,,,,,,,,,,
976267,Глуховский Д. А.,Метро 2035,https://moscowbooks.ru/image/book/644/w259/i644239.jpg,0,,True,614 руб.,"Третья мировая стерла человечество с лица Земли. Планета опустела. Мегаполисы обращены в прах и пепел. Железные дороги ржавеют. Спутники одиноко болтаются на орбите. Радио молчит на всех частотах. Выжили только те, кто, услышав сирены тревоги, успел добежать до дверей московского метро. Там, на глубине в десятки метров, на станциях и в туннелях, люди пытаются переждать конец света. Там они создали себе новый мирок вместо потерянного огромного мира. Они цепляются за жизнь изо всех сил и отказываются сдаваться. Они мечтают вернуться наверх — однажды, когда радиационный фон от ядерных бомбардировок спадет. И не оставляют надежды найти других выживших… ""Метро 2035"" продолжает — и завершает историю Артема из первой книги культовой трилогии. Эту книгу миллионы читателей ждали долгие десять лет, и права на перевод иностранные издатели выкупили задолго до того, как роман был окончен. При этом ""2035"" — книга независимая, и именно с нее можно начать посвящение в сагу, которая покорила Россию и весь мир.",АСТ,2019,Москва,русский,Твердый переплет,70х90 1/16,216x168x24,520 гр.,384,5000 экз.,976267,ASE000000000841358,978-5-17-113122-7,08.02.2019,,,,,,,,,,,
972574,Глуховский Д. А.,Метро 2033,https://moscowbooks.ru/image/book/641/w259/i641541.jpg,0,,True,614 руб.,"Третья мировая стерла человечество с лица Земли. Планета опустела. Мегаполисы обращены в прах и пепел. Железные дороги ржавеют. Спутники одиноко болтаются на орбите. Радио молчит на всех частотах. Выжили только те, кто, услышав сирены тревоги, успел добежать до дверей московского метро. Там, на глубине в десятки метров, на станциях и в туннелях, люди пытаются переждать конец света. Там они создали себе новый мирок вместо потерянного огромного мира. Они цепляются за жизнь изо всех сил и отказываются сдаваться. Они мечтают вернуться наверх — однажды, когда радиационный фон от ядерных бомбардировок спадет. И не оставляют надежды найти других выживших… ""Метро 2035"" продолжает — и завершает историю Артема из первой книги культовой трилогии. Эту книгу миллионы читателей ждали долгие десять лет, и права на перевод иностранные издатели выкупили задолго до того, как роман был окончен. При этом ""2035"" — книга независимая, и именно с нее можно начать посвящение в сагу, которая покорила Россию и весь мир.",АСТ,2019,Москва,русский,Твердый переплет,70х90 1/16,215x167x25,520 гр.,384,20000 экз.,972574,ASE000000000842698,978-5-17-114425-8,18.01.2019,,,,,,,,,,,
823303,Глуховский Д. А.,Сумерки,https://moscowbooks.ru/image/book/514/w259/i514551.jpg,0,,True,614 руб.,"Работа обычного переводчика состоит из рутины: контракты, уставы и инструкции к бытовой технике. Но в переводе нуждаются и другие тексты, веками терпеливо дожидающиеся того человека, который решится за них взяться. Среди них — манускрипт, составленный безвестным конкистадором со слов последнего жреца индейцев майя. Манускрипт, который называет срок, отведённый всему нашему миру и описывает его конец...""Сумерки"" Дмитрия Глуховского уже известныы сотням тысяч читателей в России и по всему миру.Переведенный на десять иностранных языков, этот роман в 2014 году был признан лучшим европейским литературным произведением в жанрах ""фантастика"" и ""мистика"" и удостоен французской премии Les Utopiales.",АСТ,2016,Москва,русский,Твердый переплет,70х90 1/16,215x170,455 гр.,320,3000 экз.,823303,ASE000000000714804,978-5-17-092000-6,19.11.2015,,,,,,,,,,,
1012069,Стругацкий А. Н.,Понедельник начинается в субботу,https://moscowbooks.ru/image/book/675/w259/i675187.jpg,5,,True,304 руб.,"В этот том вошел знаменитый роман братьев Стругацких ""Понедельник начинается в субботу"" — буквально раздерганная на цитаты история веселых, остроумных сотрудников таинственного института НИИЧАВО, где вполне всерьез занимаются исследованием магии и волшебства.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x24,295 гр.,288,5000 экз.,1012069,ASE000000000847263,978-5-17-118864-1,11.10.2019,,,,,,,,,,,
1012072,Стругацкий А. Н.,Трудно быть богом,https://moscowbooks.ru/image/book/675/w259/i675184.jpg,0,,True,304 руб.,"Возможно, самое известное из произведений братьев Стругацких. Один из самых прославленных повестей отечественной фантастики. Увлекательная, полная драматизма история жизни, любви и приключений дона Руматы из королевства Арканар на далекой планете — рыцаря с двумя мечами, под именем которого скрывается Антон, резидент с планеты Земля.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/32,200x130x20,250 гр.,224,4000 экз.,1012072,ASE000000000847008,978-5-17-118639-5,11.10.2019,,,,,,,,,,,
1011948,Стругацкий А. Н.,Собрание сочинений. Том 9. 1985—1990,https://moscowbooks.ru/image/book/675/w259/i675133.jpg,0,,True,647 руб.,"Аркадий (1925-1991) и Борис (1933-2012) Стругацкие — русские советские писатели-фантасты, поднявшие отечественную фантастику до высот мирового уровня. Переведенные на все основные языки, изданные суммарным тиражом более 500 миллионов экземпляров, их книги до сих пор экранизируются, активно обсуждаются и служат источником вдохновения для нового поколения писателей и читателей. В этот том вошли ""Отягощенные злом"", ""Жиды города Питера"" и ранее не публиковавшиеся рассказы.",АСТ,2019,Москва,русский,Твердый переплет,60х90 1/16,215x145x35,540 гр.,496,1500 экз.,1011948,ASE000000000847243,978-5-17-118843-6,10.10.2019,,,,,,,,,,,
1006604,Стругацкий А. Н.,Собрание сочинений. Том 1. 12 CD: Мр3,https://moscowbooks.ru/image/book/670/w259/i670378.jpg,0,,True,976 руб.,"""Аудиокнига в автомобиле"" — тщательно и с любовью подобранная коллекция аудиокниг, которые скрасят вам часы, проводимые в поездке. Мы предлагаем вашему вниманию отечественную и зарубежную классику, приключенческую и деловую литературу. А если путь предстоит неблизкий, а на соседнем сиденье расположился ребёнок, то не лишней окажется подборка рассказов и сказок для детей или ""Развивающих аудиоэнциклопедий"". Эта серия студии ""АРДИС"" издается в удобном, застёгивающемся на молнию металлическом боксе, который легко положить в бардачок автомобиля.Время звучания: 107 часов 26 минутИсполнители: Левашёв В.",,,,русский,Коробка,,157x157x25,300 гр.,,,1006604,93251,4607031771372,09.09.2019,,,,,,,,Ардис,2019,Москва,
1006605,Стругацкий А. Н.,Собрание сочинений. Том 2. 12 CD: Мр3,https://moscowbooks.ru/image/book/670/w259/i670377.jpg,0,,True,976 руб.,"""Аудиокнига в автомобиле"" — тщательно и с любовью подобранная коллекция аудиокниг, которые скрасят вам часы, проводимые в поездке. Мы предлагаем вашему вниманию отечественную и зарубежную классику, приключенческую и деловую литературу. А если путь предстоит неблизкий, а на соседнем сиденье расположился ребёнок, то не лишней окажется подборка рассказов и сказок для детей или ""Развивающих аудиоэнциклопедий"". Эта серия студии ""АРДИС"" издается в удобном, застёгивающемся на молнию металлическом боксе, который легко положить в бардачок автомобиляВ коллекцию ""Стругацкие. Собрание сочинений"" мы включили 12 компакт-дисков с записями романов и повестей, а также нескольких рассказов, созданных знаменитыми братьями совместно. В собрание вошёл и роман Аркадия Стругацкого ""Экспедиция в преисподнюю"".Время звучания: 95 часов 27 минут.Исполнители: Гребенщиков К.",,,,русский,Коробка,,157x157x25,300 гр.,,,1006605,93253,4607031771389,09.09.2019,,,,,,,,Ардис,2019,Москва,
1003154,Стругацкий А. Н.,Собрание сочинений. 1979-1984. Жук в муравейнике; Хромая судьба; Волны гасят ветер. Том 8,https://moscowbooks.ru/image/book/667/w259/i667052.jpg,0,,True,690 руб.,"Аркадий (1925–1991) и Борис (1933–2012) Стругацкие — русские советские писатели-фантасты, поднявшие отечественную фантастику до высот мирового уровня. Переведенные на все основные языки, изданные суммарным тиражом более 500 миллионов экземпляров, их книги до сих пор экранизируются, активно обсуждаются и служат источником вдохновения для нового поколения писателей и читателей. В этот том вошли ""Жук в муравейнике"", ""Хромая судьба"", ""Волны гасят ветер"".",АСТ,2019,Москва,русский,Твердый переплет,60х90 1/16,215x145x44,710 гр.,672,2500 экз.,1003154,ASE000000000845259,978-5-17-116874-2,17.08.2019,,,,,,,,,,,
1000624,Стругацкий А. Н.,Полное собрание сочинений. В 33 томах. Том 16. 1970,https://moscowbooks.ru/image/book/664/w259/i664724.jpg,0,,True,3 000 руб.,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",Издательство Сидорович,2019,СПб,русский,Твердый переплет (ткань),84х108 1/32,208x132x24,490 гр.,384,350 экз.,1000624,978-5-905909-26-9,978-5-905909-26-9,31.07.2019,,,,,,,,,,,
1000625,Стругацкий А. Н.,Полное собрание сочинений. В 33 томах. Том 17. 1971,https://moscowbooks.ru/image/book/664/w259/i664723.jpg,0,,True,3 000 руб.,"Полное собрание сочинений Аркадия и Бориса Стругацких включает в себя 33 основных тома и некоторое количество дополнительных. Основные тома скомпонованы по хронологически-тематическому принципу и составлены из художественных и публицистических произведений, а также писем, дневников и записных книжек. Каждый том включает в себя эти компоненты творчества Стругацких за определённый год (первый том — за несколько лет). Разделы художественный и публицистический охватывают как опубликованные, канонические тексты, так и архивные, многое публикуется впервые. Письма, дневники, записные книжки Стругацких представлены во всей возможной полноте. Каждый том снабжён справочным аппаратом — примечаниями и комментариями, библиографией за рассматриваемый период, указателями персоналий и заглавий произведений. Некоторые комментарии даны Борисом Стругацким. Большинство томов имеют вклейки с фотографиями Стругацких и их рисунками из писем и рукописей.В дополнительных томах планируется опубликовать переводы, выполненные Стругацкими, произведения, написанные ими в соавторстве с другими авторами, переписку с издательствами, инстанциями и коллегами по творчеству, а также некоторые иные материалы.",Издательство Сидорович,2019,СПб,русский,Твердый переплет (ткань),84х108 1/32,208x132x38,760 гр.,624,350 экз.,1000625,978-5-905909-27-6,978-5-905909-27-6,31.07.2019,,,,,,,,,,,
997758,Стругацкий А. Н.,Пикник на обочине вселенной,https://moscowbooks.ru/image/book/661/w259/i661765.jpg,2,,True,1 792 руб.,"В настоящее издание вошли произведения ""Понедельник начинается в субботу"", ""Улитка на склоне"", ""Пикник на обочине"", ""Град обреченный"" и другие.",АСТ,2019,Москва,русский,Твердый переплет,84х108 1/16,260x205x70,1995 гр.,1328,3000 экз.,997758,ASE000000000844688,978-5-17-116303-7,12.07.2019,,,,,,,,,,,
991695,Стругацкий А. Н.,Волны гасят ветер,https://moscowbooks.ru/image/book/656/w259/i656112.jpg,0,,True,176 руб.,"Последняя повесть из трилогии о Максиме Каммерере. Историк и социолог Айзек Бромберг направил Каммереру пространный меморандум ""Рабочая модель прогрессорской деятельности Странников в системе человечества Земли"". Резюме меморандума гласило: ""…человечество будет разделено на две неравные части по неизвестному нам параметру, причем меньшая часть форсированно и навсегда обгонит большую, и это свершится волею и искусством сверхцивилизации, решительно человечеству чуждой"". Теория Бромберга, как ни странно, оказалась и ложной, и правдивой одновременно… Появление Homo Super, или, иначе, люденов, вызвало грандиозную перемену в жизни людей.",АСТ,2019,Москва,русский,Мягкая обложка,76х100 1/32,180x115x14,175 гр.,256,5000 экз.,991695,ASE000000000843324,978-5-17-115019-8,25.05.2019,,,,,,,,,,,
